FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_SumAverage similarity
,0.92378265,0.713178295,119.8820141
0.122096114,-0.008391175,0.699393939,118.0887289
0.109959617,0.09328934,0.610381488,118.9671794
,0.9101047,0.776579353,114.8884107
0.092369609,0.9781593,0.762222222,120.5422372
0.124358818,0.48535785,0.831604938,112.7459309
0.124288373,0.42441323,0.8,115.6636017
0.101409666,0.3636219,0.691056911,136.6501538
0.111416355,0.16553263,0.680212869,140.7946091
0.119232491,0.53453803,0.772596844,86.49248058
0.166896433,0.77724713,0.786163522,97.23772654
0.108070783,0.6762144,0.776719577,86.96562115
0.175528899,0.810464,0.736,96.53410659
,0.9570209,0.754677755,109.477166
0.104995579,0.9243332,0.797321429,112.124999
0.130594343,0.8314655,0.691798942,94.33724958
0.11342302,0.9045351,0.75147929,95.68363096
,0.82346135,0.75,135.4842354
0.096290968,0.9317876,0.742260062,135.8826124
0.092151299,0.7558184,0.6875,146.7700768
0.102463372,0.37825006,0.701770736,136.0498129
0.095362268,0.7183752,0.743434343,140.6690369
0.090492047,0.5801374,0.755813953,147.2574361
0.12980476,-0.054090437,0.809183673,159.4935038
0.081761546,0.78270066,0.76302521,147.5541885
,0.8625014,0.79374111,126.9205467
0.132689133,0.47286928,0.664711632,149.9548074
,0.9623644,0.797488226,128.1121151
0.101704717,0.82975817,0.753694581,130.1326891
0.125820011,0.33612135,0.757575758,147.2241686
0.084811702,0.7296763,0.786363636,168.2377694
0.141082495,0.5969188,0.759770115,161.6222148
0.195916161,0.37994254,0.728250244,154.1311413
0.197307423,0.65551525,0.754032258,157.7766951
0.131585017,0.95041215,0.762037037,181.7869938
0.188751459,0.28352013,0.808467742,167.7139945
0.123009622,0.29626274,0.772331155,158.0695121
0.104604922,0.9169412,0.65967366,162.4905921
0.105910651,0.86310476,0.781609195,149.3886053
0.079280168,0.29379702,0.784090909,149.9876736
,0.9482622,0.75862069,144.128822
0.104378723,-0.3338588,0.749216301,148.5223263
,0.9652243,0.760998811,149.9078862
0.151502132,0.87116456,0.787915166,152.1369432
0.120860688,0.8421614,0.797697368,140.8660194
0.093814895,0.6387019,0.789450355,144.6460773
0.113656051,0.8002697,0.73951049,149.4794357
0.106369294,0.35126305,0.695578231,148.1312032
0.093824111,0.7203012,0.730042017,154.3257139
0.120691031,0.6576937,0.736660079,151.55398
0.100880705,0.34881085,0.754482759,150.7122572
0.100259058,0.7041033,0.703135889,153.8008608
0.13930288,0.6594485,0.77109375,140.5852467
0.156768769,0.74966323,0.785802469,140.8448405
0.109631754,0.87469256,0.791327913,144.6145707
0.096402727,0.9410624,0.775641026,149.7068214
0.184170589,0.29102668,0.791787791,141.6071
0.18638587,0.25089535,0.769817073,135.7277399
0.143880725,0.73431635,0.792682927,159.7604673
0.138268724,0.6366083,0.762749446,174.8379521
0.086296998,0.84358066,0.781944444,151.0898544
0.10696882,0.8245297,0.791452991,162.9512989
,0.9309022,0.687055477,118.4195248
0.056503363,0.7767294,0.740384615,128.1922033
0.080718338,0.81066346,0.654901961,124.412636
0.112764642,0.611399,0.758928571,142.5886363
,0.9227425,0.666344294,127.3126792
0.058586992,0.6048248,0.751082251,160.5931756
0.092242882,0.8766474,0.755128205,143.2342939
0.092184559,0.9204922,0.798701299,140.4991071
,0.8421646,0.597040169,121.7544681
,0.83796465,0.700166113,128.6225359
0.094712764,0.58139634,0.6816609,154.5402935
,0.52951354,0.782679739,170.3027111
0.06777817,0.933193,0.766510812,178.9402685
0.086820662,0.9558612,0.492957746,183.3751929
0.08988975,0.9481646,0.641576087,213.9832506
0.073829271,0.799625,0.750641026,210.6274176
0.083547048,0.9611516,0.450247001,214.8723112
0.085118122,0.9681765,0.58995098,210.2648421
0.08111877,0.8147813,0.751384275,220.6758423
0.15370056,0.9627231,0.569875776,175.0805507
0.122882098,0.92678916,0.729134665,190.253373
0.108823344,0.6407342,0.762300762,184.5544041
0.151698485,0.9483059,0.407085346,131.302874
,0.95376813,0.463749601,138.9286778
0.15131785,0.92130804,0.658079625,185.6674826
0.161894545,0.93382806,0.607396871,182.676454
0.129817501,0.90695155,0.787046908,187.9000194
0.140101522,0.97101337,0.561608018,188.8663485
0.132243931,0.9801375,0.659883721,179.3951531
0.209870175,0.9592359,0.675774971,116.0142026
0.160809562,0.8799044,0.785060976,113.8328037
,0.95574534,0.767184943,116.4361401
0.164921895,0.9802014,0.768888889,117.2018709
0.125484034,0.8928793,0.563074097,112.0287401
,0.95029736,0.611187371,112.6454617
0.176944613,0.65241265,0.653708503,176.6867194
0.114233054,0.91940343,0.601538462,170.5277928
0.153975531,0.9106219,0.63046595,176.8995841
,0.872836,0.8,167.8767369
,0.7295668,0.747368421,160.4523641
0.091876313,0.94512165,0.74411303,168.1357991
,0.93765026,0.723484848,171.3035579
,0.87926215,0.666399573,170.4867236
0.115555868,0.91701233,0.660458839,163.9584566
0.10579256,0.9775672,0.740987654,163.4250045
0.086866982,0.9319681,0.417602996,152.2285825
,0.83669186,0.608761026,149.1066251
,0.9024345,0.463598584,181.8988861
,0.9666073,0.735342286,177.2417905
0.146478176,0.95181835,0.710298742,175.6283034
0.146770999,0.9322654,0.722344322,178.0070621
0.118329912,0.93608,0.746771879,179.1802454
0.160706416,0.95767146,0.679761905,160.2133674
0.192462713,0.92857206,0.663218794,155.1804607
0.12275549,0.93304235,0.753487253,151.5338745
0.115577854,0.9239646,0.757983193,148.8229939
,0.80347955,0.746031746,145.2842261
0.252141535,0.93844116,0.665618449,236.1084629
0.189330116,0.9650714,0.507044644,252.7288715
0.174846932,0.8825368,0.61502849,243.2504777
0.101985201,0.8668053,0.665294925,231.4486963
0.183464855,0.9447396,0.637288136,175.8604793
0.180995241,0.94579756,0.608977398,170.3295106
0.150170371,0.90289724,0.773076923,175.2407564
0.166874766,0.97405934,0.58984375,157.9777871
0.150045961,0.9827327,0.63492268,156.6256916
