ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,P,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,T
3,A549,20,2,4,15,AFA,0.727972608,0.485334296,,,,0.462622,,,,,,,,
4,A549,20,2,4,15,AFA,0.622689291,0.380050979,0.178550482,2.016900063,0.911049902,0.4635658,AFA,0.175098761,0.122363798,0.122363798,0,0.305159823,0.088950098,0.19705496
1,A549,20,2,4,16,AFA,0.395798221,0.153159909,0.10252776,0.858299375,0.418725938,0.41865778,AFA,0.074513933,0.130995599,0.130995599,0.215066496,0.99477666,0.581274062,0.788025361
2,A549,20,2,4,16,AFA,0.268505065,0.025866753,0.082125254,0.787544131,0.611835361,0.40808842,AFA,0.068371262,0.127660744,0.127660744,0.308560739,1,0.388164639,0.69408232
3,A549,20,2,4,16,AFA,0.344122654,0.101484342,0.092564315,0.581089616,0.481672227,0.7997825,AFA,0.050447751,0.113081514,0.113081514,0.260723867,1,0.518327773,0.759163886
4,A549,20,2,4,16,AFA,0.587021215,0.344382903,0.051061813,0.328102797,-0.072820738,0.41623163,AFA,0.028484502,0.081438125,0.081438125,0.450908592,1,0.927179262,0.963589631
5,A549,20,2,4,16,AFA,0.542032182,0.29939387,0.114153318,1.129892468,-0.574971199,0.3071332,AFA,0.098092501,0.137948958,0.137948958,0.161792513,0.8331203,0.425028801,0.629074551
6,A549,20,2,4,16,AFA,0.356752022,0.114113709,0.136035353,1.985345125,0.270091772,0.3073014,AFA,0.172359294,0.123544356,0.123544356,0.061518347,0.323941804,0.729908228,0.526925016
7,A549,20,2,4,16,AFA,0.393471759,0.150833446,0.225969359,2.205636978,0.247959882,0.32628113,AFA,0.191484104,0.114661868,0.114661868,0,0.192820726,0.752040118,0.472430422
8,A549,20,2,4,16,AFA,0.355398694,0.112760382,0.155195996,1.190435529,-0.042213179,0.5775322,AFA,0.103348594,0.138466975,0.138466975,0,0.797084145,0.957786821,0.877435483
9,A549,20,2,4,16,AFA,0.635109887,0.392471575,0.205782101,1.84509635,0.21034354,0.739789,AFA,0.160183487,0.128373056,0.128373056,0,0.407420019,0.78965646,0.59853824
1,A549,20,2,4,17,AFA,0.490861697,0.248223385,0.194709212,1.406471252,0.203031749,0.26150706,control,0.260051305,0,0,0,0,0.796968251,0.398484126
2,A549,20,2,4,17,AFA,0.573156391,0.330518079,0.149792969,0.824862003,0.612881541,0.49009746,control,0.201122253,0,0,0,0.126740885,0.387118459,0.256929672
3,A549,20,2,4,17,AFA,0.795665102,0.55302679,0.113925785,1.186039567,0.166840509,0.68623984,AFA,0.102966955,0.138440131,0.138440131,0.162835182,0.799700689,0.833159491,0.81643009
4,A549,20,2,4,17,AFA,0.199643938,-0.042994374,0.240671024,1.992976069,0.663882494,0.61924016,control,0.296283656,0,0,0.01797338,0.125692561,0.336117506,0.230905033
5,A549,20,2,4,17,AFA,0.082397528,-0.160240785,,,,0.3118628,,,,,,,,
1,A549,20,2,4,18,AFA,0.518811354,0.276173042,0.13611573,2.075035572,0.429450482,0.2550288,AFA,0.180145841,0.120105017,0.120105017,0.061150021,0.270556679,0.570549518,0.420553099
2,A549,20,2,4,18,AFA,0.468188977,0.225550665,0.260270894,2.042165995,0.83937645,0.30884263,control,0.298687459,0,0,0.107789552,0.142173207,0.16062355,0.151398379
3,A549,20,2,4,18,AFA,0.581374509,0.338736197,0.146338925,1.605520368,0.13764897,0.1826998,AFA,0.13938451,0.134791973,0.134791973,0.014302351,0.550019305,0.86235103,0.706185168
4,A549,20,2,4,18,AFA,0.267043672,0.024405359,,,,0.3420667,,,,,,,,
1,A549,20,2,4,19,AFA,0.336455284,0.093816971,0.178615019,1.940679431,0.592633367,0.16928111,AFA,0.168481607,0.12515823,0.12515823,0,0.350527508,0.407366633,0.378947071
2,A549,20,2,4,19,AFA,0.71514062,0.472502308,0.201161116,1.74641788,0.48277685,0.23293403,AFA,0.151616638,0.131320793,0.131320793,0,0.466154952,0.51722315,0.491689051
3,A549,20,2,4,19,AFA,0.847670388,0.605032076,0.156054482,1.449097157,0.606856465,0.25774845,AFA,0.125804506,0.13746487,0.13746487,0,0.643124791,0.393143535,0.518134163
4,A549,20,2,4,19,AFA,0.263407028,0.020768716,0.146056756,1.726322889,0.592129827,0.4665983,AFA,0.149872076,0.131871222,0.131871222,0.015595384,0.478115798,0.407870173,0.442992986
5,A549,20,2,4,19,AFA,0.770289703,0.52765139,0.189821124,2.084429026,0.472007275,0.24603496,AFA,0.180961341,0.119730183,0.119730183,0,0.264965552,0.527992725,0.396479139
6,A549,20,2,4,19,AFA,0.062453313,-0.180184999,0.160511926,2.259995699,0.827868104,0.46685165,AFA,0.196203299,0.112257117,0.112257117,0,0.160465585,0.172131896,0.16629874
1,A549,20,2,4,2,AFA,0.618533992,0.37589568,0.115518376,1.290460229,-0.271318316,0.4586228,AFA,0.112032317,0.138654054,0.138654054,0.155537151,0.737547915,0.728681684,0.733114799
2,A549,20,2,4,2,AFA,0.433287562,0.19064925,0.189114287,1.554339409,-0.3800641,0.6242647,AFA,0.134941195,0.135813571,0.135813571,0,0.580482994,0.6199359,0.600209447
3,A549,20,2,4,2,AFA,0.121946604,-0.120691708,0.141745642,1.031767964,0.067241684,0.5104188,AFA,0.089573745,0.136378565,0.136378565,0.035351016,0.891525505,0.932758316,0.91214191
4,A549,20,2,4,2,AFA,0.415658417,0.173020105,,,,0.77424186,,,,,,,,
5,A549,20,2,4,2,AFA,0.667458892,0.42482058,,,,0.34712088,,,,,,,,
1,A549,20,2,4,20,AFA,0.76503135,0.522393038,0.257107347,1.722979188,0.76275754,0.31133378,control,0.28154289,0,0,0.093292638,0.024628809,0.23724246,0.130935634
2,A549,20,2,4,20,AFA,0.31507984,0.072441528,0.241113424,2.036789894,0.93855077,0.4449688,control,0.298428531,0,0,0.020000675,0.14039798,0.06144923,0.100923605
3,A549,20,2,4,20,AFA,0.738308977,0.495670665,0.210010275,2.310282707,0.357624739,0.27883315,AFA,0.200569006,0.109964808,0.109964808,0,0.130533989,0.642375261,0.386454625
1,A549,20,2,4,3,AFA,0.245833719,0.003195407,,,,0.50328606,,,,,,,,
2,A549,20,2,4,3,AFA,0.368623719,0.125985407,,,,0.4683537,,,,,,,,
3,A549,20,2,4,3,AFA,0.110338597,-0.132299715,0.115729041,1.575293064,0.430717885,0.29172665,AFA,0.136760303,0.135411768,0.135411768,0.15457178,0.568011058,0.569282115,0.568646586
4,A549,20,2,4,3,AFA,0.460731538,0.218093226,,,,0.659978,,,,,,,,
5,A549,20,2,4,3,AFA,0.268289188,0.025650876,0.173518747,1.39650631,0.823405743,0.52930695,AFA,0.121238791,0.138043694,0.138043694,0,0.674427667,0.176594257,0.425510962
6,A549,20,2,4,3,AFA,0.402571187,0.159932875,0.156209663,1.187809825,0.11252179,0.672975,AFA,0.103120642,0.138451139,0.138451139,0,0.798647004,0.88747821,0.843062607
7,A549,20,2,4,3,AFA,0.198984288,-0.043654024,0.1291769,0.842433453,0.355330229,0.6111508,AFA,0.073136521,0.130311115,0.130311115,0.092947128,1,0.644669771,0.822334886
8,A549,20,2,4,3,AFA,0.424721612,0.1820833,0.224012494,2.271680117,0.392425627,0.50843126,AFA,0.197217691,0.111730173,0.111730173,0,0.153510841,0.607574373,0.380542607
9,A549,20,2,4,3,AFA,0.823891865,0.581253552,0.08096534,0.790633619,-0.135556415,0.5901325,AFA,0.068639478,0.127821996,0.127821996,0.313876031,1,0.864443585,0.932221793
1,A549,20,2,4,4,AFA,0.629581677,0.386943364,0.18464689,1.731087565,0.318577468,0.6031259,AFA,0.150285725,0.131742301,0.131742301,0,0.47527979,0.681422532,0.578351161
2,A549,20,2,4,4,AFA,0.404381807,0.161743494,0.195703954,2.122682571,0.864055455,0.5051163,AFA,0.184282353,0.118176339,0.118176339,0,0.242196457,0.135944545,0.189070501
3,A549,20,2,4,4,AFA,0.155512944,-0.087125368,0.121918969,1.146030307,0.456427366,0.7289953,AFA,0.09949352,0.138118883,0.138118883,0.12620651,0.823514812,0.543572634,0.683543723
4,A549,20,2,4,4,AFA,0.049786795,-0.192851517,0.156065315,1.424077272,0.009647343,0.23134193,AFA,0.123632386,0.137761817,0.137761817,0,0.658017008,0.990352657,0.824184833
5,A549,20,2,4,4,AFA,0.707130773,0.464492461,0.10248851,1.397787094,-0.290980935,0.6720355,AFA,0.121349983,0.138031676,0.138031676,0.215246357,0.673665324,0.709019065,0.691342195
1,A549,20,2,4,5,AFA,0.270626191,0.027987879,0.227958158,1.959877729,0.097484209,0.35454187,AFA,0.170148323,0.124472924,0.124472924,0,0.339100387,0.902515791,0.620808089
2,A549,20,2,4,5,AFA,0.295931437,0.053293124,,,,0.44847763,,,,,,,,
3,A549,20,2,4,5,AFA,0.344405042,0.10176673,,,,0.4508191,,,,,,,,
1,A549,20,2,4,6,AFA,0.118002309,-0.124636003,0.076526135,0.608312309,0.656960428,0.6057443,AFA,0.05281111,0.11548151,0.11548151,0.334218635,1,0.343039572,0.671519786
2,A549,20,2,4,6,AFA,0.785254655,0.542616343,0.064788766,0.581047297,0.557488978,0.7213641,AFA,0.050444077,0.113077655,0.113077655,0.38800499,1,0.442511022,0.721255511
3,A549,20,2,4,6,AFA,0.610422886,0.367784574,0.150916547,0.938406825,-0.325182378,0.56981784,control,0.215404654,0,0,0,0.028819712,0.674817622,0.351818667
4,A549,20,2,4,6,AFA,0.227211268,-0.015427044,0.080529124,0.583911121,0.33856523,0.56587785,AFA,0.050692702,0.113337868,0.113337868,0.315874988,1,0.66143477,0.830717385
5,A549,20,2,4,6,AFA,0.781724247,0.539085935,,,,0.4783186,,,,,,,,
6,A549,20,2,4,6,AFA,0.445276415,0.202638103,0.19905363,2.065819263,0.301352203,0.6520216,AFA,0.17934572,0.120470158,0.120470158,0,0.276042367,0.698647797,0.487345082
1,A549,20,2,4,7,AFA,0.424624051,0.181985739,,,,0.32247448,,,,,,,,
2,A549,20,2,4,7,AFA,0.09712157,-0.145516742,0.167631239,1.267324567,-0.090486191,0.48324972,AFA,0.110023776,0.138680364,0.138680364,0,0.751318615,0.909513809,0.830416212
3,A549,20,2,4,7,AFA,0.545664607,0.303026295,0.231436595,1.614355564,0.603356719,0.40462363,control,0.274753603,0,0,0,0,0.396643281,0.19832164
4,A549,20,2,4,7,AFA,0.586044525,0.343406213,0.10516376,1.278177261,0.587973773,0.3672918,AFA,0.110965962,0.138673036,0.138673036,0.202987055,0.744858925,0.412026227,0.578442576
1,A549,20,2,4,8,AFA,0.559407037,0.316768725,,,,0.06397261,,,,,,,,
2,A549,20,2,4,8,AFA,0.15342612,-0.089212192,0.142803028,0.794709444,-0.203021258,0.28892788,control,0.197025792,0,0,0.030505555,0.15482652,0.796978742,0.475902631
3,A549,20,2,4,8,AFA,0.49090593,0.248267618,0.059455261,0.2679362,0.056603819,0.33872846,control,0.094024893,0,0,0.412445716,0.861008115,0.943396181,0.902202148
4,A549,20,2,4,8,AFA,0.2285315,-0.014106813,,,,0.3318866,,,,,,,,
5,A549,20,2,4,8,AFA,0.707969344,0.465331032,0.092438757,1.005535364,-0.057657629,0.6136397,AFA,0.087296341,0.135791489,0.135791489,0.261299232,0.907139549,0.942342371,0.92474096
6,A549,20,2,4,8,AFA,0.653537421,0.410899109,0.234431952,0.675442815,0.067408182,0.26211327,control,0.179377444,0,0,0,0.275824863,0.932591818,0.604208341
7,A549,20,2,4,8,AFA,0.773447612,0.5308093,0.161154389,2.012352943,-0.277788997,0.25301272,AFA,0.174703999,0.122535933,0.122535933,0,0.307866338,0.722211003,0.51503867
8,A549,20,2,4,8,AFA,0.234077976,-0.008560336,0.090241373,0.423005193,0.541147947,0.28889388,control,0.132265954,0,0,0.271368722,0.598824638,0.458852053,0.528838346
9,A549,20,2,4,8,AFA,0.886270886,0.643632574,0.073888116,0.361710399,-0.030476525,0.5510408,AFA,0.031402172,0.086789015,0.086789015,0.346307329,1,0.969523475,0.984761738
1,A549,20,2,4,9,AFA,0.138880658,-0.103757654,0.100790225,0.578951657,0.496652842,0.38361928,AFA,0.050262142,0.112886071,0.112886071,0.22302873,1,0.503347158,0.751673579
2,A549,20,2,4,9,AFA,0.778511787,0.535873475,0.132496938,1.164919019,0.610185742,0.5554934,AFA,0.101133358,0.138288024,0.138288024,0.077733091,0.812271962,0.389814258,0.60104311
3,A549,20,2,4,9,AFA,0.65758275,0.414944438,0.100943141,1.289133191,0.34434849,0.33783075,AFA,0.111917109,0.138656647,0.138656647,0.222327996,0.738337788,0.65565151,0.696994649
4,A549,20,2,4,9,AFA,0.672690723,0.430052411,0.1733502,1.529704571,0.118006147,0.5266793,AFA,0.132802502,0.136255934,0.136255934,0,0.595146026,0.881993853,0.738569939
5,A549,20,2,4,9,AFA,0.312902939,0.070264627,0.118926488,1.870548844,0.015464517,0.2716419,AFA,0.162393165,0.127550061,0.127550061,0.139919519,0.392270305,0.984535483,0.688402894
1,A549,32,1,4,0,AFA,0.323471535,0.080833222,0.103537567,0.708970726,-0.007745732,0.029183142,AFA,0.06154985,0.123037755,0.123037755,0.210439068,1,0.992254268,0.996127134
2,A549,32,1,4,0,AFA,0.616621237,0.373982925,0.141801417,0.933203816,0.759314775,0.37788397,AFA,0.081016821,0.133770043,0.133770043,0.035095427,0.950192392,0.240685225,0.595438808
3,A549,32,1,4,0,AFA,0.485383333,0.242745021,0.186334223,1.697487593,-0.250480652,0.3780558,AFA,0.147368717,0.132629978,0.132629978,0,0.495279007,0.749519348,0.622399177
4,A549,32,1,4,0,AFA,0.64423497,0.401596658,,,,0.18847273,,,,,,,,
5,A549,32,1,4,0,AFA,0.462574387,0.219936075,0.147799045,1.014439344,0.184862673,0.011796646,AFA,0.088069347,0.13599912,0.13599912,0.007611368,0.901839764,0.815137327,0.858488545
6,A549,32,1,4,0,AFA,0.244702774,0.002064462,,,,0.5122319,,,,,,,,
1,A549,32,1,4,1,AFA,0.73438554,0.491747228,0.20379217,2.02519083,0.491118073,0.6775692,AFA,0.175818531,0.122048223,0.122048223,0,0.300225031,0.508881927,0.404553479
2,A549,32,1,4,1,AFA,0.255791221,0.013152909,0.135624304,1.875911832,0.601963699,0.3496217,AFA,0.162858757,0.12737352,0.12737352,0.063401972,0.389078173,0.398036301,0.393557237
3,A549,32,1,4,1,AFA,0.687280004,0.444641691,0.182110623,1.358863592,0.438395858,0.5152918,AFA,0.117970809,0.138348835,0.138348835,0,0.696833188,0.561604142,0.629218665
4,A549,32,1,4,1,AFA,0.507276043,0.264637731,0.068693385,1.149840236,-0.302198738,0.018435393,AFA,0.099824282,0.138155559,0.138155559,0.370112123,0.821247084,0.697801262,0.759524173
5,A549,32,1,4,1,AFA,0.31595728,0.073318968,0.131108835,0.957782149,0.524356723,0.035472576,AFA,0.083150609,0.134525733,0.134525733,0.084094056,0.935562992,0.475643277,0.705603135
6,A549,32,1,4,1,AFA,0.592337038,0.349698725,0.066076696,0.697715163,0.132243007,0.057855103,AFA,0.060572689,0.122288773,0.122288773,0.382103067,1,0.867756993,0.933878496
7,A549,32,1,4,1,AFA,0.623695668,0.381057356,0.072115824,0.705266654,-0.050074689,0.29817274,AFA,0.061228278,0.12279379,0.12279379,0.354428836,1,0.949925311,0.974962655
8,A549,32,1,4,1,AFA,0.609012539,0.366374227,0.058472734,0.429512054,0.362699866,0.4997652,AFA,0.037288426,0.096400794,0.096400794,0.416948133,1,0.637300134,0.818650067
9,A549,32,1,4,1,AFA,0.536193564,0.293555252,0.060662903,0.445018023,0.285684556,0.55693966,AFA,0.038634589,0.098394633,0.098394633,0.40691171,1,0.714315444,0.857157722
10,A549,32,1,4,1,AFA,0.13834327,-0.104295042,0.115284652,0.967109561,0.337401509,0.37051985,AFA,0.083960375,0.134793615,0.134793615,0.156608191,0.930011175,0.662598491,0.796304833
1,A549,32,1,4,10,AFA,0.619737543,0.377099231,0.164545581,1.986859441,0.066786766,0.64623874,AFA,0.172490761,0.123488454,0.123488454,0,0.32304046,0.933213234,0.628126847
2,A549,32,1,4,10,AFA,0.879738863,0.63710055,0.158022761,1.901913643,0.606240153,0.8057091,AFA,0.165116125,0.126502437,0.126502437,0,0.373601497,0.393759847,0.383680672
3,A549,32,1,4,10,AFA,0.482755037,0.240116724,0.203037143,2.108552694,0.781622648,0.25837755,AFA,0.183055656,0.118755355,0.118755355,0,0.250606776,0.218377352,0.234492064
4,A549,32,1,4,10,AFA,0.514628078,0.271989766,0.188616246,2.09055829,0.543198228,0.5255856,AFA,0.181493458,0.119484158,0.119484158,0,0.26131732,0.456801772,0.359059546
5,A549,32,1,4,10,AFA,0.924035819,0.681397507,0.097428247,1.940399647,-0.008670579,0.45900905,AFA,0.168457317,0.125168122,0.125168122,0.238434953,0.35069404,0.991329421,0.67101173
1,A549,32,1,4,11,AFA,0.799471496,0.556833184,0.218817905,1.916320682,0.052731477,0.40326944,AFA,0.166366883,0.126009146,0.126009146,0,0.365026208,0.947268523,0.656147366
2,A549,32,1,4,11,AFA,0.260687806,0.018049494,0.099029079,1.719282985,0.250649333,0.18017843,AFA,0.149260901,0.13205988,0.13205988,0.23109916,0.482306057,0.749350667,0.615828362
3,A549,32,1,4,11,AFA,0.844315994,0.601677681,0.123304553,2.078255415,0.325026631,0.53974664,AFA,0.180425374,0.119976836,0.119976836,0.119857086,0.26864018,0.674973369,0.471806774
4,A549,32,1,4,11,AFA,0.682218768,0.439580456,0.107094824,2.071551561,0.625556409,0.47546533,AFA,0.179843374,0.120243357,0.120243357,0.194137978,0.272630416,0.374443591,0.323537003
5,A549,32,1,4,11,AFA,0.389386712,0.1467484,0.143777549,1.961047292,0.026115611,0.12594241,AFA,0.170249859,0.124430763,0.124430763,0.026039824,0.338404246,0.973884389,0.656144317
6,A549,32,1,4,11,AFA,0.758207122,0.51556881,,,,0.3022763,,,,,,,,
7,A549,32,1,4,11,AFA,0.184976324,-0.057661988,0.088553704,0.855635524,0.421409428,0.25556815,AFA,0.074282669,0.130883138,0.130883138,0.279102441,0.996362225,0.578590572,0.787476399
1,A549,32,1,4,12,AFA,0.412450574,0.169812262,0.118644394,1.542103291,0.511604786,0.21831462,AFA,0.133878907,0.136037402,0.136037402,0.141212211,0.587766118,0.488395214,0.538080666
2,A549,32,1,4,12,AFA,0.646038425,0.403400112,0.165816262,1.950968146,0.26620695,0.44343764,AFA,0.16937483,0.12479255,0.12479255,0,0.344403507,0.73379305,0.539098279
3,A549,32,1,4,12,AFA,0.601537778,0.358899466,0.081373163,1.496830344,0.256177872,0.47100988,AFA,0.129948501,0.136794112,0.136794112,0.312007189,0.614713268,0.743822128,0.679267698
4,A549,32,1,4,12,AFA,0.765725426,0.523087114,0.2171534,1.9830935,0.356235594,0.2952108,AFA,0.172163818,0.123627335,0.123627335,0,0.325282006,0.643764406,0.484523206
5,A549,32,1,4,12,AFA,0.649164872,0.40652656,0.091818042,0.732481301,-0.080257103,0.34435594,AFA,0.063590939,0.124529872,0.124529872,0.264143652,1,0.919742897,0.959871449
6,A549,32,1,4,12,AFA,0.538747035,0.296108723,0.167000949,1.76365757,0.369681388,0.32724655,AFA,0.153113315,0.130834735,0.130834735,0,0.455893625,0.630318612,0.543106119
1,A549,32,1,4,13,AFA,0.894115351,0.651477039,0.150720403,1.210772753,0.146481633,0.46615678,AFA,0.105114186,0.138570025,0.138570025,0,0.784979119,0.853518367,0.819248743
2,A549,32,1,4,13,AFA,0.343376611,0.100738298,0.117716245,0.701000273,0.016156152,0.7808671,AFA,0.060857889,0.122509736,0.122509736,0.145465441,1,0.983843848,0.991921924
3,A549,32,1,4,13,AFA,0.237047643,-0.005590669,0.097140327,1.092764497,0.222369656,0.34808695,AFA,0.094869207,0.137466025,0.137466025,0.239754344,0.855219436,0.777630344,0.81642489
4,A549,32,1,4,13,AFA,0.712288554,0.469650242,,,,0.59132123,,,,,,,,
5,A549,32,1,4,13,AFA,0.261678937,0.019040625,0.140928701,2.239299536,0.308202684,-0.3460412,AFA,0.194406546,0.113181842,0.113181842,0.039094639,0.172784257,0.691797316,0.432290787
1,A549,32,1,4,14,AFA,0.571704065,0.329065753,0.192263827,1.250488997,0.056436118,0.45301434,control,0.247236072,0,0,0,0,0.943563882,0.471781941
2,A549,32,1,4,14,AFA,0.244087648,0.001449335,0.082729205,0.665276885,-0.455316722,0.31823903,AFA,0.057756535,0.119999697,0.119999697,0.305793139,1,0.544683278,0.772341639
3,A549,32,1,4,14,AFA,0.656870428,0.414232116,,,,0.6134799,,,,,,,,
4,A549,32,1,4,14,AFA,0.404243085,0.161604773,0.168964475,2.246842861,0.681521535,0.4815957,AFA,0.195061426,0.112846087,0.112846087,0,0.168294355,0.318478465,0.24338641
5,A549,32,1,4,14,AFA,0.323976878,0.081338565,0.237004936,1.948718309,0.926923752,0.3584334,control,0.294052336,0,0,0.001173575,0.110394473,0.073076248,0.091735361
1,A549,32,1,4,15,AFA,0.966932732,0.72429442,0.21405527,2.20296979,0.712641716,0.11489298,AFA,0.19125255,0.114777838,0.114777838,0,0.194408278,0.287358284,0.240883281
2,A549,32,1,4,15,AFA,0.433721584,0.191083272,0.17475833,1.700542688,-0.052704554,0.32681197,AFA,0.147633947,0.132551353,0.132551353,0,0.493460567,0.947295446,0.720378007
1,A549,32,1,4,16,AFA,0.631385107,0.388746795,0.071378596,0.713650823,0.012759615,0.43496254,AFA,0.061956156,0.12334251,0.12334251,0.357807172,1,0.987240385,0.993620193
2,A549,32,1,4,16,AFA,0.265295324,0.022657012,0.152958512,1.866108537,0.313527942,0.487361,AFA,0.162007676,0.12769541,0.12769541,0,0.394913244,0.686472058,0.540692651
3,A549,32,1,4,16,AFA,0.336064028,0.093425716,,,,0.23826969,,,,,,,,
4,A549,32,1,4,16,AFA,0.590268924,0.347630612,,,,0.5002252,,,,,,,,
5,A549,32,1,4,16,AFA,0.394656486,0.152018174,0.097937427,1.240487456,-0.252942383,0.42985606,AFA,0.107693892,0.138659596,0.138659596,0.236101641,0.767292473,0.747057617,0.757175045
6,A549,32,1,4,16,AFA,0.479713801,0.237075488,0.099965915,2.171299458,0.618184328,0.45633668,AFA,0.188503066,0.11614002,0.11614002,0.22680612,0.213258943,0.381815672,0.297537308
7,A549,32,1,4,16,AFA,0.473373243,0.230734931,0.05029422,0.612689018,0.19343242,0.43343678,AFA,0.053191078,0.115852363,0.115852363,0.454426075,1,0.80656758,0.90328379
8,A549,32,1,4,16,AFA,0.68280204,0.440163728,0.079772614,0.723346949,0.128685623,0.5101465,AFA,0.062797933,0.123961605,0.123961605,0.319341685,1,0.871314377,0.935657188
1,A549,32,1,4,17,AFA,0.634288437,0.391650125,0.032323342,0.567660987,0.105912469,0.028624563,AFA,0.049281934,0.111836693,0.111836693,0.536777414,1,0.894087531,0.947043765
2,A549,32,1,4,17,AFA,0.560948525,0.318310213,0.093160711,1.03052032,-0.170968577,0.3340121,AFA,0.08946543,0.136352319,0.136352319,0.257990887,0.892268122,0.829031423,0.860649772
3,A549,32,1,4,17,AFA,0.263801505,0.021163193,0.127250209,1.334316969,0.285860538,0.66768014,AFA,0.115839774,0.138496343,0.138496343,0.101776163,0.711443713,0.714139462,0.712791587
4,A549,32,1,4,17,AFA,0.21062164,-0.032016672,0.180680737,1.875904799,0.728439152,0.25162947,AFA,0.162858147,0.127373753,0.127373753,0,0.389082359,0.271560848,0.330321603
1,A549,32,1,4,18,AFA,0.796190163,0.553551851,,,,0.41275674,,,,,,,,
2,A549,32,1,4,18,AFA,0.582284828,0.339646516,0.175510868,2.033069849,0.412699282,0.43041143,AFA,0.176502554,0.121746272,0.121746272,0,0.295535319,0.587300718,0.441418018
3,A549,32,1,4,18,AFA,0.711640821,0.469002509,0.164993241,1.478568912,0.22161302,0.34345958,AFA,0.12836312,0.137066526,0.137066526,0,0.625582752,0.77838698,0.701984866
4,A549,32,1,4,18,AFA,0.785788066,0.543149754,0.227802321,1.760685921,-0.029199842,0.20936888,control,0.283774748,0,0,0,0.039930584,0.970800158,0.505365371
1,A549,32,1,4,19,AFA,0.918141472,0.67550316,0.200241655,0.56490767,-0.133897215,0.2531016,control,0.160619255,0,0,0,0.404432362,0.866102785,0.635267573
2,A549,32,1,4,19,AFA,0.993703091,0.751064778,,,,0.49153355,,,,,,,,
3,A549,32,1,4,19,AFA,0.51656744,0.273929128,0.127247825,2.07447958,0.273387253,0.5616663,AFA,0.180097572,0.120127119,0.120127119,0.101787089,0.270887614,0.726612747,0.49875018
4,A549,32,1,4,19,AFA,0.535267983,0.292629671,0.111998588,2.046469212,0.589354873,0.2826226,AFA,0.17766583,0.121228225,0.121228225,0.171666539,0.287559814,0.410645127,0.34910247
1,A549,32,1,4,2,AFA,0.307891629,0.065253317,0.14787592,1.943950653,-0.32021898,0.4525,AFA,0.168765601,0.125042364,0.125042364,0.007259088,0.348580427,0.67978102,0.514180723
2,A549,32,1,4,2,AFA,0.513160299,0.270521987,0.136938483,1.837525845,-0.108211197,0.21804725,AFA,0.159526248,0.128613045,0.128613045,0.057379766,0.411926099,0.891788803,0.651857451
3,A549,32,1,4,2,AFA,0.721103559,0.478465247,,,,0.8655282,,,,,,,,
4,A549,32,1,4,2,AFA,0.358490019,0.115851706,0.151970565,1.482362986,0.514255106,0.64007705,AFA,0.128692505,0.137011518,0.137011518,0,0.623324461,0.485744894,0.554534677
5,A549,32,1,4,2,AFA,0.721117595,0.478479283,0.148736045,1.869875789,-0.238522232,0.30560455,AFA,0.162334733,0.127572141,0.127572141,0.003317577,0.392670918,0.761477768,0.577074343
1,A549,32,1,4,3,AFA,0.814380202,0.57174189,0.084900498,0.599315345,0.600928903,0.56349343,AFA,0.052030032,0.114706264,0.114706264,0.295843215,1,0.399071097,0.699535549
2,A549,32,1,4,3,AFA,0.812275677,0.569637365,,,,0.51091,,,,,,,,
3,A549,32,1,4,3,AFA,0.593435671,0.350797359,0.084788591,1.200624943,-0.136438072,-0.05878132,AFA,0.104233196,0.138522923,0.138522923,0.29635603,0.79101925,0.863561928,0.827290589
4,A549,32,1,4,3,AFA,0.814156128,0.571517816,0.137196437,1.281304598,-0.100082755,0.3326224,AFA,0.111237464,0.138669273,0.138669273,0.056197695,0.742997486,0.899917245,0.821457366
5,A549,32,1,4,3,AFA,0.491737744,0.249099432,0.192587644,1.68445611,-0.375147521,0.022755742,AFA,0.146237379,0.132960585,0.132960585,0,0.503035545,0.624852479,0.563944012
1,A549,32,1,4,4,AFA,0.382869478,0.140231166,0.130954266,1.75155437,-0.0829992,0.422178,AFA,0.152062567,0.131177299,0.131177299,0.08480237,0.463097635,0.9170008,0.690049217
2,A549,32,1,4,4,AFA,0.267331266,0.024692953,0.040681072,0.971892595,-0.107443437,0.32972175,AFA,0.084375618,0.134927028,0.134927028,0.498478216,0.927164239,0.892556563,0.909860401
3,A549,32,1,4,4,AFA,0.546754586,0.304116274,0.133611187,1.905027151,0.311491907,0.38268542,AFA,0.165386427,0.126396469,0.126396469,0.072627057,0.37174829,0.688508093,0.530128192
4,A549,32,1,4,4,AFA,0.499875115,0.257236803,0.152097777,1.655472994,0.600836515,0.6194947,AFA,0.143721187,0.133667706,0.133667706,0,0.520286738,0.399163485,0.459725111
5,A549,32,1,4,4,AFA,0.130417908,-0.112220404,0.106827825,0.84160924,-0.04232765,0.5770453,AFA,0.073064966,0.130274587,0.130274587,0.195361498,1,0.95767235,0.978836175
6,A549,32,1,4,4,AFA,0.439977029,0.197338716,0.130682155,1.404758692,0.109043941,0.26477122,AFA,0.121955228,0.137964402,0.137964402,0.086049311,0.669515723,0.890956059,0.780235891
