FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_SumAverage similarity,A_Eccentricity similarity
,0.9303104,0.7586206896551724,103.4809577,0.49265834348585735
0.09847372770309448,0.818918,0.7372685185185185,106.4333102,0.6236321474275246
,0.94941115,0.75,104.4616392,0.682294069235611
0.1074768602848053,0.614464,0.7804054054054054,105.7871499,0.6219180014669808
0.08327266573905945,0.7993245,0.7592165898617511,109.6912471,0.5421987137291358
0.11656147241592407,0.79004323,0.778344671201814,102.0774495,0.4778549183510102
0.12328269332647324,0.64999926,0.7942857142857143,107.7057179,0.5212199005691966
0.0856097936630249,0.61658037,0.7889664340312396,104.1852698,0.5151524690610436
0.08135341852903366,0.25656995,0.7011337868480726,149.1407805,0.7333760104401663
0.07354331016540527,0.54100305,0.7625,147.8197752,0.7524675924653332
0.17898808419704437,0.77955264,0.7198863636363636,157.3176356,0.48321443075504866
0.08337710797786713,0.6843873,0.7881136950904393,154.5372095,0.504528321615689
0.09020616859197617,0.5670967,0.6385920804525456,162.0673892,0.644011243128553
0.09637023508548737,0.75068367,0.7586206896551724,176.4972241,0.4961323338345561
0.1408657729625702,0.9321948,0.7428337428337428,139.1419095,0.4509134380177964
0.10554414987564087,0.8647611,0.7529839128178516,145.0563483,0.5546676752403147
0.07851377874612808,0.57622856,0.7873263888888888,156.3275321,0.4609094749929356
0.11919854581356049,0.017745838,0.7745197168857432,125.966006,0.3083749997247443
0.10848447680473328,0.30544528,0.7488913525498891,132.0785912,0.4215184688245979
0.12238258123397827,0.93199867,0.7391941391941392,133.9188478,0.5271967771699403
0.10750292241573334,0.85492414,0.7355371900826446,132.7426191,0.12486025259751612
0.09612549841403961,0.5279461,0.6932746700188561,144.7802087,0.5475084470421636
0.07421287894248962,0.3679161,0.7692967409948542,131.8691451,0.6413880856126487
,0.87446254,0.7736111111111111,125.4426558,0.5438582200760639
,0.963205,0.7768505079825835,134.522689,0.47258313770734806
0.0928875207901001,0.80257845,0.7843915343915344,147.3002897,0.4275381389606311
0.07488314062356949,0.84538347,0.7828282828282829,147.9048926,0.42680371634450304
0.11520103365182877,0.6510856,0.7003590168461751,141.8707506,0.7282857553384406
0.2132161557674408,0.3220286,0.7489648033126294,80.31392873,0.5491625877704721
0.14530211687088013,-0.14618096,0.6920930232558139,77.62038526,0.7054172732019918
0.12217068672180176,0.43448916,0.8032150776053215,81.30700111,0.4239304513091861
0.15235558152198792,0.34473366,0.7199074074074074,81.48613652,0.5571051407068559
0.15125595033168793,-0.0782612,0.7341269841269841,85.95578636,0.6054735628010652
0.13322298228740692,0.8951772,0.799889135254989,89.58223796,0.38835268102323
0.1275385320186615,0.8132575,0.7788324632178453,80.68411375,0.47978710311314476
0.12762658298015594,0.85349965,0.8001730103806228,82.74119142,0.35704790553186955
0.1191004067659378,0.8728204,0.5979052823315119,80.33360289,0.8802567511541121
0.10145199298858643,0.8846928,0.7192982456140351,105.6915936,0.682869348196295
0.12396784871816635,0.91854936,0.7339302846178446,105.4215991,0.4545993911931197
0.09605278819799423,0.86561006,0.7400555041628122,107.080028,0.1978495214464605
0.13469792902469635,0.7335763,0.7919540229885057,113.9019505,0.34385914868127165
0.09498045593500137,0.73732126,0.7511792452830188,99.81020686,0.6502000687155839
0.10940346866846085,0.7697852,0.7820823244552058,103.0380042,0.7031371713337787
,0.9278126,0.8172043010752689,109.197035,0.5138747851273707
,0.9601725,0.7655172413793103,107.8268253,0.6115595032861908
0.10385067015886307,0.7644083,0.7691154422788605,115.4268681,0.5907474367604754
0.09475169330835342,0.692564,0.7835587929240374,118.9697202,0.28437097260541894
0.12893879413604736,0.96752137,0.6076151390788874,114.8135664,0.9091352538733489
0.11559484899044037,0.8036239,0.4912442396313364,105.8788435,0.9264544328822497
0.10657840967178345,0.46259147,0.7647058823529411,115.9026495,0.49869905220309024
0.10536366701126099,0.052654102,0.7780748663101604,116.8283377,0.37235846225128116
0.07471287995576859,0.7024785,0.775,109.5926579,0.42349115218075745
0.11878496408462524,0.8761838,0.74375,123.3184639,0.5851238271446989
0.09581893682479858,0.87888205,0.7473404255319149,111.7481841,0.28342504302419697
